onset	duration	trial_type	response_time
9.73	0.5	neutral	0.513
12.371	0.5	incongruent	0.699
14.829	0.5	incongruent	0.738
17.587	0.5	neutral	0.665
19.944	0.5	incongruent	0.463
22.384	0.5	neutral	0.526
24.976	0.5	incongruent	0.597
27.232	0.5	incongruent	0.588
34.905	0.5	neutral	0.466
37.312	0.5	congruent	0.654
39.92	0.5	neutral	0.723
44.735	0.5	neutral	0.517
47.275	0.5	neutral	0.595
49.666	0.5	error	0.355
51.956	0.5	neutral	0.548
54.296	0.5	congruent	0.677
56.988	0.5	incongruent	0.596
59.545	0.5	error	0.6
64.544	0.5	neutral	0.556
67.252	0.5	incongruent	0.61
69.993	0.5	neutral	0.603
72.685	0.5	congruent	0.645
74.975	0.5	congruent	0.564
82.598	0.5	incongruent	0.587
87.763	0.5	congruent	0.688
90.354	0.5	error	0.443
92.995	0.5	incongruent	0.709
95.486	0.5	incongruent	0.788
98.228	0.5	incongruent	0.534
100.635	0.5	congruent	0.819
102.942	0.5	incongruent	0.566
105.399	0.5	incongruent	0.522
107.957	0.5	neutral	0.504
110.297	0.5	neutral	0.697
112.687	0.5	neutral	0.649
115.446	0.5	error	0.391
117.987	0.5	incongruent	0.676
120.427	0.5	neutral	0.912
123.135	0.5	error	0.912
125.392	0.5	error	0.0
127.749	0.5	incongruent	0.89
132.664	0.5	incongruent	0.794
137.729	0.5	congruent	0.616
145.285	0.5	error	0.04
148.043	0.5	incongruent	0.573
162.871	0.5	congruent	0.51
165.478	0.5	congruent	0.659
170.326	0.5	incongruent	0.537
175.475	0.5	neutral	0.503
180.473	0.5	congruent	0.574
183.165	0.5	congruent	0.714
185.522	0.5	congruent	0.64
187.912	0.5	neutral	0.65
190.62	0.5	incongruent	0.647
192.927	0.5	congruent	0.751
195.669	0.5	incongruent	0.617
197.925	0.5	congruent	0.657
200.583	0.5	error	0.555
205.548	0.5	neutral	0.847
210.496	0.5	error	0.484
213.087	0.5	congruent	0.443
218.002	0.5	neutral	0.474
220.392	0.5	incongruent	0.79
222.683	0.5	neutral	0.704
225.173	0.5	error	0.804
227.48	0.5	incongruent	0.625
232.428	0.5	error	0.0
235.137	0.5	neutral	0.277
237.878	0.5	error	0.108
240.235	0.5	error	0.638
242.692	0.5	error	0.527
245.35	0.5	error	0.0
250.399	0.5	neutral	0.597
252.956	0.5	incongruent	0.657
255.297	0.5	neutral	0.774
257.938	0.5	congruent	0.716
260.629	0.5	congruent	0.705
263.388	0.5	neutral	1.091
265.995	0.5	error	0.724
268.252	0.5	neutral	0.816
275.858	0.5	error	0.839
278.349	0.5	neutral	1.171
283.514	0.5	error	0.482
286.072	0.5	congruent	0.68
288.412	0.5	congruent	0.701
290.853	0.5	congruent	0.606
293.26	0.5	neutral	0.707
295.951	0.5	congruent	0.774
298.208	0.5	incongruent	0.931
300.515	0.5	congruent	0.756
302.972	0.5	congruent	0.83
305.58	0.5	neutral	0.75
308.338	0.5	error	0.842
311.08	0.5	neutral	0.944
315.878	0.5	incongruent	0.634
321.026	0.5	error	0.101
323.383	0.5	congruent	0.597
325.924	0.5	congruent	0.551
328.632	0.5	error	0.463
333.731	0.5	error	0.04
338.629	0.5	neutral	0.702
340.886	0.5	neutral	0.963
343.594	0.5	error	1.052
346.085	0.5	incongruent	0.662
348.726	0.5	congruent	0.685
353.691	0.5	congruent	0.856
356.098	0.5	congruent	0.675
358.438	0.5	incongruent	0.6
360.745	0.5	congruent	0.906
371.026	0.5	congruent	0.603
373.617	0.5	congruent	0.689
376.275	0.5	incongruent	0.713
383.58	0.5	neutral	0.685
385.937	0.5	error	0.13
391.002	0.5	incongruent	0.563
395.9	0.5	neutral	0.542
398.341	0.5	incongruent	0.753
401.082	0.5	incongruent	0.674
403.69	0.5	incongruent	0.828
406.381	0.5	neutral	0.731
