onset	duration	trial_type	response_time
9.728	0.5	incongruent	0.415
12.135	0.5	neutral	0.516
14.743	0.5	incongruent	0.381
17.05	0.5	incongruent	0.436
24.555	0.5	neutral	0.401
29.721	0.5	error	0.325
34.97	0.5	error	0.332
40.236	0.5	neutral	0.447
42.827	0.5	neutral	0.261
50.55	0.5	incongruent	0.402
52.89	0.5	error	0.364
55.18	0.5	neutral	0.548
57.537	0.5	neutral	0.43
60.078	0.5	incongruent	0.44
62.536	0.5	incongruent	0.426
67.484	0.5	neutral	0.44
70.041	0.5	neutral	0.385
72.682	0.5	error	0.418
77.447	0.5	neutral	0.529
80.138	0.5	incongruent	0.454
82.529	0.5	congruent	0.622
85.287	0.5	congruent	0.45
93.01	0.5	neutral	0.43
95.35	0.5	congruent	0.356
98.042	0.5	congruent	0.459
100.683	0.5	neutral	0.388
105.932	0.5	congruent	0.516
115.845	0.5	congruent	0.481
120.96	0.5	congruent	0.452
123.451	0.5	congruent	0.395
126.109	0.5	neutral	0.466
131.174	0.5	incongruent	0.523
133.614	0.5	incongruent	0.473
136.022	0.5	congruent	0.868
138.278	0.5	incongruent	0.369
140.819	0.5	neutral	0.485
143.126	0.5	error	0.402
145.483	0.5	error	0.315
150.582	0.5	congruent	0.442
153.039	0.5	congruent	0.345
155.329	0.5	neutral	0.393
157.971	0.5	congruent	0.463
160.311	0.5	incongruent	0.448
162.852	0.5	incongruent	0.419
165.343	0.5	incongruent	0.392
167.599	0.5	incongruent	0.452
169.956	0.5	incongruent	0.466
172.664	0.5	neutral	0.45
175.272	0.5	congruent	0.308
177.863	0.5	neutral	0.471
180.153	0.5	incongruent	0.382
182.845	0.5	congruent	0.426
185.235	0.5	incongruent	0.406
187.893	0.5	incongruent	0.474
190.2	0.5	incongruent	0.423
195.165	0.5	incongruent	0.395
197.606	0.5	incongruent	0.393
200.163	0.5	neutral	0.468
202.921	0.5	incongruent	0.459
205.329	0.5	neutral	0.458
208.07	0.5	incongruent	0.435
210.661	0.5	error	0.419
213.152	0.5	congruent	0.383
215.76	0.5	congruent	0.43
218.301	0.5	neutral	0.423
220.758	0.5	congruent	0.452
223.015	0.5	congruent	0.522
225.572	0.5	congruent	0.472
232.928	0.5	incongruent	0.387
235.235	0.5	neutral	0.436
240.433	0.5	incongruent	0.311
243.192	0.5	incongruent	0.378
248.357	0.5	neutral	0.443
256.013	0.5	congruent	0.386
258.37	0.5	neutral	0.3
261.078	0.5	error	0.351
263.486	0.5	congruent	0.486
265.876	0.5	congruent	0.45
268.166	0.5	congruent	0.352
270.908	0.5	error	0.361
273.348	0.5	error	0.326
276.006	0.5	neutral	0.392
278.648	0.5	neutral	0.422
281.255	0.5	neutral	0.387
283.546	0.5	neutral	0.516
288.544	0.5	incongruent	0.339
291.285	0.5	error	0.413
293.676	0.5	incongruent	0.414
298.875	0.5	neutral	0.38
304.09	0.5	congruent	0.303
306.497	0.5	neutral	0.384
308.838	0.5	neutral	0.565
311.145	0.5	neutral	0.319
313.702	0.5	neutral	0.317
316.143	0.5	neutral	0.359
318.734	0.5	congruent	0.512
321.275	0.5	neutral	0.411
326.139	0.5	incongruent	0.433
331.104	0.5	incongruent	0.456
333.862	0.5	incongruent	0.436
336.119	0.5	congruent	0.409
341.335	0.5	congruent	0.4
343.826	0.5	congruent	0.428
346.584	0.5	incongruent	0.449
351.448	0.5	congruent	0.408
354.19	0.5	error	0.421
356.798	0.5	congruent	0.461
361.562	0.5	incongruent	0.403
366.477	0.5	congruent	0.422
369.034	0.5	neutral	0.396
371.324	0.5	error	0.328
378.93	0.5	congruent	0.38
384.096	0.5	error	0.376
386.637	0.5	error	0.318
388.944	0.5	congruent	0.36
391.635	0.5	incongruent	0.411
394.092	0.5	incongruent	0.369
396.483	0.5	incongruent	0.387
398.823	0.5	error	0.381
403.972	0.5	error	0.423
